id,label
0,3
1,3
2,3
3,3
4,2
5,5
6,3
7,5
8,1
9,4
10,2
11,3
12,5
13,2
14,3
15,2
16,3
17,5
18,2
19,3
20,3
21,5
22,5
23,3
24,5
25,3
26,3
27,4
28,2
29,1
30,1
31,3
32,4
33,1
34,1
35,2
36,3
37,3
38,2
39,3
40,5
41,2
42,4
43,3
44,3
45,3
46,3
47,2
48,4
49,5
50,3
51,2
52,2
53,4
54,3
55,5
56,3
57,4
58,4
59,3
60,1
61,4
62,3
63,1
64,4
65,1
66,4
67,2
68,1
69,4
70,5
71,3
72,4
73,4
74,2
75,2
76,3
77,3
78,4
79,2
80,3
81,4
82,3
83,1
84,4
85,3
86,1
87,4
88,5
89,2
90,5
91,4
92,2
93,4
94,5
95,3
96,3
97,4
98,5
99,4
100,5
101,2
102,4
103,3
104,3
105,2
106,3
107,1
108,5
109,1
110,3
111,4
112,4
113,1
114,1
115,4
116,3
117,5
118,1
119,1
120,3
121,1
122,2
123,2
124,1
125,3
126,1
127,5
128,2
129,3
130,5
131,4
132,2
133,5
134,2
135,3
136,4
137,4
138,3
139,3
140,4
141,3
142,1
143,3
144,5
145,4
146,2
147,3
148,5
149,3
150,1
151,4
152,5
153,3
154,4
155,3
156,3
157,3
158,4
159,3
160,5
161,4
162,2
163,3
164,2
165,5
166,2
167,1
168,4
169,4
170,4
171,1
172,4
173,3
174,2
175,4
176,5
177,2
178,3
179,5
180,5
181,1
182,3
183,3
184,1
185,5
186,4
187,1
188,5
189,1
190,1
191,4
192,1
193,3
194,3
195,3
196,2
197,5
198,4
199,2
200,1
201,3
202,2
203,4
204,1
205,4
206,4
207,3
208,3
209,2
210,1
211,3
212,4
213,2
214,3
215,3
216,4
217,4
218,4
219,4
220,1
221,5
222,5
223,3
224,4
225,5
226,1
227,4
228,5
229,2
230,4
231,5
232,2
233,5
234,3
235,5
236,5
237,3
238,3
239,4
240,1
241,5
242,4
243,4
244,5
245,5
246,1
247,3
248,3
249,3
250,5
251,2
252,4
253,4
254,4
255,2
256,4
257,5
258,5
259,1
260,3
261,4
262,5
263,2
264,4
265,5
266,1
267,5
268,4
269,4
270,3
271,3
272,4
273,2
274,1
275,1
276,5
277,1
278,3
279,3
280,3
281,3
282,4
283,3
284,5
285,5
286,2
287,3
288,5
289,5
290,1
291,5
292,5
293,4
294,3
295,4
296,4
297,5
298,5
299,2
300,5
301,2
302,3
303,5
304,3
305,1
306,3
307,5
308,4
309,3
310,4
311,1
312,4
313,4
314,3
315,5
316,1
317,2
318,1
319,3
320,2
321,3
322,4
323,5
324,4
325,5
326,1
327,1
328,3
329,2
330,4
331,3
332,5
333,5
334,4
335,3
336,3
337,2
338,4
339,5
340,5
341,3
342,5
343,5
344,4
345,3
346,4
347,5
348,2
349,2
350,1
351,3
352,4
353,1
354,5
355,4
356,3
357,5
358,5
359,3
360,3
361,5
362,1
363,4
364,3
365,5
366,2
367,5
368,3
369,4
370,3
371,1
372,3
373,3
374,4
375,3
376,3
377,4
378,4
379,4
380,3
381,1
382,5
383,4
384,3
385,4
386,4
387,5
388,2
389,4
390,2
391,3
392,2
393,4
394,2
395,5
396,4
397,5
398,5
399,3
400,3
401,4
402,3
403,3
404,3
405,3
406,2
407,5
408,3
409,5
410,2
411,5
412,1
413,4
414,3
415,4
416,1
417,1
418,3
419,5
420,3
421,2
422,5
423,3
424,4
425,3
426,1
427,1
428,3
429,2
430,2
431,2
432,2
433,2
434,5
435,5
436,3
437,4
438,3
439,4
440,5
441,4
442,4
443,2
444,1
445,4
446,1
447,1
448,3
449,3
450,1
451,3
452,5
453,3
454,2
455,3
456,4
457,4
458,5
459,1
460,4
461,3
462,5
463,1
464,3
465,5
466,2
467,2
468,1
469,5
470,3
471,4
472,3
473,5
474,5
475,1
476,1
477,5
478,3
479,2
480,3
481,1
482,1
483,5
484,3
485,5
486,5
487,2
488,2
489,4
490,3
491,2
492,5
493,5
494,5
495,4
496,4
497,3
498,4
499,2
500,1
501,2
502,1
503,5
504,1
505,1
506,2
507,4
508,1
509,3
510,4
511,2
512,1
513,2
514,5
515,2
516,5
517,4
518,1
519,4
520,4
521,3
522,3
523,1
524,5
525,5
526,4
527,3
528,3
529,2
530,2
531,5
532,3
533,1
534,3
535,3
536,4
537,3
538,1
539,4
540,3
541,4
542,4
543,4
544,1
545,3
546,3
547,3
548,4
549,1
550,3
551,2
552,3
553,5
554,3
555,2
556,3
557,3
558,4
559,4
560,3
561,2
562,3
563,1
564,1
565,5
566,4
567,3
568,2
569,2
570,3
571,3
572,2
573,5
574,2
575,1
576,3
577,4
578,2
579,4
580,1
581,5
582,5
583,4
584,4
585,3
586,3
587,5
588,5
589,5
590,5
591,4
592,4
593,4
594,3
595,2
596,4
597,3
598,3
599,4
600,1
601,3
602,1
603,4
604,4
605,3
606,3
607,4
608,4
609,5
610,4
611,2
612,2
613,3
614,1
615,2
616,5
617,3
618,2
619,4
620,4
621,4
622,3
623,3
624,3
625,3
626,4
627,5
628,5
629,2
630,1
631,3
632,4
633,4
634,2
635,5
636,1
637,2
638,3
639,1
640,3
641,2
642,4
643,1
644,2
645,4
646,5
647,3
648,5
649,3
650,3
651,2
652,4
653,5
654,2
655,2
656,3
657,4
658,1
659,1
660,5
661,3
662,2
663,1
664,4
665,4
666,2
667,5
668,4
669,5
670,3
671,3
672,5
673,5
674,2
675,3
676,5
677,2
678,5
679,3
680,5
681,4
682,3
683,3
684,1
685,2
686,1
687,2
688,5
689,4
690,3
691,2
692,5
693,1
694,5
695,3
696,3
697,4
698,5
699,3
700,5
701,5
702,1
703,4
704,3
705,2
706,4
707,2
708,2
709,3
710,5
711,3
712,5
713,5
714,3
715,5
716,3
717,5
718,3
719,1
720,2
721,5
722,1
723,3
724,4
725,4
726,4
727,3
728,4
729,3
730,3
731,2
732,5
733,3
734,3
735,5
736,5
737,1
738,3
739,3
740,1
741,4
742,3
743,2
744,4
745,4
746,3
747,1
748,4
749,3
750,3
751,4
752,5
753,2
754,1
755,3
756,4
757,4
758,4
759,3
760,3
761,5
